int,string,string,string,int,int
000602,玖,m,h-h-s-t-p-hp-n,2,121
000603,玛,s,h-h-s-t-hz-szzg-h,2,121
000604,形,s,h-h-p-s-p-p-p,2,063
000605,进,h,h-h-p-s-d-hzzp-n,8,043
000606,戒,s,h-h-p-s-xg-p-d,6,093
000607,吞,h,h-h-p-n-s-hz-h,3,056
000608,远,t,h-h-p-swg-d-hzzp-n,8,043
000609,违,t,h-h-hzg-s-d-hzzp-n,8,043
000610,韧,j,h-h-hzg-s-hzg-p-d,2,122
000611,运,t,h-h-pz-d-d-hzzp-n,8,043
000612,扶,s,h-sg-t-h-h-p-n,2,067
000613,抚,s,h-sg-t-h-h-p-swg,2,067
000614,坛,t,h-s-t-h-h-pz-d,2,071
000615,技,m,h-sg-t-h-s-hp-n,2,067
000616,坏,t,h-s-t-h-p-s-d,2,071
000617,抠,m,h-sg-t-h-p-d-sz,2,067
000618,扰,s,h-sg-t-h-p-swg-d,2,067
000619,扼,m,h-sg-t-h-p-hzg-swg,2,067
000620,拒,m,h-sg-t-h-hz-h-sz,2,067
000621,找,h,h-sg-t-h-xg-p-d,2,067
000622,批,s,h-sg-t-h-st-p-swg,2,067
000623,址,t,h-s-t-s-h-s-h,2,071
000624,扯,j,h-sg-t-s-h-s-h,2,067
000625,走,j,h-s-h-s-h-p-n,3,215
000626,抄,j,h-sg-t-s-p-d-p,2,067
000627,贡,m,h-s-h-s-hz-p-d,3,082
000628,汞,s,h-s-h-sg-hp-p-n,3,118
000629,坝,t,h-s-t-s-hz-p-d,2,071
000630,攻,m,h-s-t-p-h-p-n,2,109
000631,赤,j,h-s-h-p-sg-p-d,1,198
000632,折,h,h-sg-t-p-p-h-s,2,067
000633,抓,j,h-sg-t-p-p-s-n,2,067
000634,扳,s,h-sg-t-p-p-hp-n,2,067
000635,抡,h,h-sg-t-p-n-p-swg,2,067
000636,扮,s,h-sg-t-p-n-hzg-p,2,067
000637,抢,j,h-sg-t-p-n-hzg-swg,2,067
000638,孝,s,h-s-h-p-hp-sg-h,3,081
000639,坎,t,h-s-t-p-hp-p-n,2,071
000640,均,t,h-s-t-p-hzg-d-t,2,071
000641,抑,t,h-sg-t-p-st-hzg-s,2,067
000642,抛,s,h-sg-t-p-hzwg-hzg-p,2,067
000643,投,h,h-sg-t-p-hzw-hp-n,2,067
000644,坟,t,h-s-t-d-h-p-n,2,071
000645,坑,t,h-s-t-d-h-p-hzwg,2,071
000646,抗,m,h-sg-t-d-h-p-hzwg,2,067
000647,坊,t,h-s-t-d-h-hzg-p,2,071
000648,抖,h,h-sg-t-d-d-h-s,2,067
000649,护,s,h-sg-t-d-hz-h-p,2,067
000650,壳,m,h-s-h-d-hp-p-hzwg,5,066
000651,志,h,h-s-h-d-xg-d-d,3,125
000652,块,t,h-s-t-hz-h-p-n,2,071
000653,扭,s,h-sg-t-hz-s-h-h,2,067
000654,声,j,h-s-h-hz-s-h-p,3,066
000655,把,s,h-sg-t-hz-s-h-swg,2,067
000656,报,s,h-sg-t-hzg-s-hp-n,2,067
000657,拟,m,h-sg-t-st-d-p-d,2,067
000658,却,m,h-s-h-pz-d-hzg-s,2,023
000659,抒,j,h-sg-t-hp-d-hp-sg,2,067
000660,劫,m,h-s-h-pz-d-hzg-p,2,025
000661,芙,m,h-s-s-h-h-p-n,3,038
000662,芜,m,h-s-s-h-h-p-swg,3,038
000663,苇,m,h-s-s-h-h-hzg-s,3,038
000664,芽,m,h-s-s-h-pz-sg-p,3,038
000665,花,m,h-s-s-p-s-p-swg,3,038
000666,芹,m,h-s-s-p-p-h-s,3,038
000667,芥,m,h-s-s-p-n-p-s,3,038
000668,芬,m,h-s-s-p-n-hzg-p,3,038
000669,苍,m,h-s-s-p-n-hzg-swg,3,038
000670,芳,m,h-s-s-d-h-hzg-p,3,038
000671,严,m,h-s-s-d-p-h-p,3,005
000672,芦,m,h-s-s-d-hz-h-p,3,038
000673,芯,m,h-s-s-d-xg-d-d,3,038
000674,劳,h,h-s-s-d-hp-hzg-p,5,025
000675,克,m,h-s-s-hz-h-p-swg,5,031
000676,芭,m,h-s-s-hz-s-h-swg,3,038
000677,苏,m,h-s-s-hzg-p-d-d,3,038
000678,杆,m,h-s-p-d-h-h-s,2,102
000679,杠,m,h-s-p-d-h-s-h,2,102
000680,杜,m,h-s-p-d-h-s-h,2,102
000681,材,m,h-s-p-d-h-sg-p,2,102
000682,村,m,h-s-p-d-h-sg-d,2,102
000683,杖,m,h-s-p-d-h-p-n,2,102
000684,杏,m,h-s-p-n-s-hz-h,3,102
000685,杉,m,h-s-p-d-p-p-p,2,102
000686,巫,h,h-s-p-d-p-d-h,1,048
000687,极,m,h-s-p-d-p-hzzp-n,2,102
000688,李,h,h-s-p-n-hp-sg-h,3,102
000689,杨,m,h-s-p-d-hzzzg-p-p,2,102
000690,求,h,h-sg-d-t-p-n-d,1,118
000691,甫,s,h-s-hzg-h-h-s-d,1,161
000692,匣,m,h-s-hz-h-h-s-sz,11,019
000693,更,m,h-s-hz-h-h-p-n,1,128
000694,束,j,h-s-hz-h-s-p-n,1,102
000695,吾,m,h-s-hz-h-s-hz-h,3,056
000696,豆,h,h-s-hz-h-d-p-h,1,200
000697,两,h,h-s-hzg-p-d-p-d,1,005
000698,酉,j,h-s-hz-p-sw-h-h,1,213
000699,丽,h,h-s-hzg-d-s-hzg-d,3,005
000700,医,t,h-p-h-h-p-d-sz,11,019
000701,辰,t,h-p-h-h-st-p-n,1,197
000702,励,h,h-p-h-hzg-p-hzg-p,2,025
000703,否,s,h-p-s-d-s-hz-h,3,056
000704,还,s,h-p-s-d-d-hzzp-n,8,043
000705,尬,m,h-p-swg-p-n-p-s,8,079
000706,歼,m,h-p-hp-d-p-h-s,2,087
000707,来,h,h-d-p-h-s-p-n,1,102
000708,连,h,h-pz-h-s-d-hzzp-n,8,043
000709,轩,t,h-pz-s-t-h-h-s,2,086
000710,步,s,s-h-s-h-s-p-p,3,132
000711,卤,h,s-h-s-hz-p-d-h,1,013
000712,坚,m,s-s-hp-n-h-s-h,3,071
000713,肖,m,s-d-p-s-hzg-h-h,3,129
000714,旱,m,s-hz-h-h-h-h-s,3,113
000715,盯,h,s-hz-h-h-h-h-sg,2,146
000716,呈,h,s-hz-h-h-h-s-h,3,056
000717,时,j,s-hz-h-h-h-sg-d,2,113
000718,吴,m,s-hz-h-h-h-p-n,3,056
000719,助,j,s-hz-h-h-t-hzg-p,2,025
000720,县,m,s-hz-h-h-h-pz-d,3,032
000721,里,h,s-hz-h-h-s-h-h,1,205
000722,呆,s,s-hz-h-h-s-p-n,3,056
000723,吱,j,s-hz-h-h-s-hp-n,2,056
000724,吠,s,s-hz-h-h-p-n-d,2,056
000725,呕,t,s-hz-h-h-p-d-sz,2,056
000726,园,t,s-hz-h-h-p-swg-h,12,072
000727,旷,m,s-hz-h-h-d-h-p,2,113
000728,围,t,s-hz-h-h-hzg-s-h,12,072
000729,呀,t,s-hz-h-h-pz-sg-p,2,056
000730,吨,h,s-hz-h-h-sz-s-swg,2,056
000731,足,h,s-hz-h-s-h-p-n,1,216
000732,邮,t,s-hz-h-s-h-hpwg-s,2,020
000733,男,h,s-hz-h-s-h-hzg-p,3,155
000734,困,m,s-hz-h-s-p-d-h,12,072
000735,吵,j,s-hz-h-s-p-d-p,2,056
000736,串,j,s-hz-h-s-hz-h-s,1,001
000737,员,t,s-hz-h-s-hz-p-d,3,056
000738,呐,h,s-hz-h-s-hzg-p-d,2,056
000739,听,h,s-hz-h-p-p-h-s,2,056
000740,吟,m,s-hz-h-p-n-d-hp,2,056
000741,吩,s,s-hz-h-p-n-hzg-p,2,056
000742,呛,m,s-hz-h-p-n-hzg-swg,2,056
000743,吻,j,s-hz-h-p-hzg-p-p,2,056
000744,吹,j,s-hz-h-p-hp-p-n,2,056
000745,呜,t,s-hz-h-p-hzg-szzg-h,2,056
000746,吭,h,s-hz-h-d-h-p-hzwg,2,056
000747,吧,s,s-hz-h-hz-s-h-swg,2,056
000748,邑,t,s-hz-h-hz-s-h-swg,3,212
000749,吼,m,s-hz-h-hp-sg-t-swg,4,056
000750,囤,h,s-hz-h-sz-s-swg-h,12,072
000751,别,s,s-hz-h-hzg-p-s-sg,2,016
000752,吮,j,s-hz-h-pz-d-p-swg,2,056
000753,岖,t,s-sz-s-h-p-d-sz,2,062
000754,岗,t,s-sz-s-s-hzg-p-d,3,062
000755,帐,h,s-hzg-s-p-h-st-n,2,055
000756,财,j,s-hz-p-d-h-sg-p,2,082
000757,针,j,p-h-h-h-st-h-s,2,140
000758,钉,j,p-h-h-h-st-h-sg,2,140
000759,牡,t,p-h-s-t-h-s-h,2,105
000760,告,m,p-h-s-h-s-hz-h,3,056
000761,我,m,p-h-sg-t-xg-p-d,2,093
000762,乱,h,p-h-s-s-hz-h-swg,2,007
000763,利,h,p-h-s-p-d-s-sg,2,016
000764,秃,t,p-h-s-p-n-p-hzwg,3,139
000765,秀,j,p-h-s-p-n-hzzzg-p,3,139
000766,私,j,p-h-s-p-d-pz-d,2,139
000767,每,s,p-h-sz-hzg-d-h-d,3,145
000768,兵,s,p-s-h-s-h-p-d,3,009
000769,估,m,p-s-h-s-s-hz-h,2,029
000770,体,h,p-s-h-s-p-n-h,2,029
000771,何,m,p-s-h-s-hz-h-sg,2,029
000772,佐,j,p-s-h-p-h-s-h,2,029
000773,佑,t,p-s-h-p-s-hz-h,2,029
000774,但,h,p-s-s-hz-h-h-h,2,029
000775,伸,j,p-s-s-hz-h-h-s,2,029
000776,佃,h,p-s-s-hz-h-s-h,2,029
000777,作,j,p-s-p-h-s-h-h,2,029
000778,伯,s,p-s-p-s-hz-h-h,2,029
000779,伶,h,p-s-p-n-d-hp-d,2,029
000780,佣,t,p-s-p-hzg-h-h-s,2,029
000781,低,h,p-s-p-st-h-xg-d,2,029
000782,你,m,p-s-p-hp-sg-p-d,2,029
000783,住,h,p-s-d-h-h-s-h,2,029
000784,位,t,p-s-d-h-d-p-h,2,029
000785,伴,s,p-s-d-p-h-h-s,2,029
000786,身,j,p-s-hzg-h-h-h-p,1,208
000787,皂,j,p-s-hz-h-h-h-swg,3,134
000788,伺,j,p-s-hzg-h-s-hz-h,2,029
000789,佛,s,p-s-hz-h-szzg-p-s,2,029
000790,囱,j,p-s-hz-p-hp-d-h,12,072
000791,近,m,p-p-h-s-d-hzzp-n,8,043
000792,彻,h,p-p-s-h-st-hzg-p,4,040
000793,役,t,p-p-s-p-hzw-hp-n,2,040
000794,返,s,p-p-hp-d-d-hzzp-n,8,043
000795,余,t,p-n-h-h-sg-p-d,3,028
000796,希,s,p-d-h-p-s-hzg-s,3,055
000797,坐,j,p-d-p-d-h-s-h,3,071
000798,谷,m,p-d-p-n-s-hz-h,3,201
000799,妥,h,p-d-d-p-pd-p-h,3,060
000800,含,s,p-n-d-hp-s-hz-h,3,056
000801,邻,h,p-d-d-hp-d-hpwg-s,2,020
000802,岔,j,p-n-hzg-p-s-sz-s,3,062
000803,肝,m,p-hzg-h-h-h-h-s,2,129
000804,肛,m,p-hzg-h-h-h-s-h,2,129
000805,肚,t,p-hzg-h-h-h-s-h,2,129
000806,肘,j,p-hzg-h-h-h-sg-d,2,129
000807,肠,j,p-hzg-h-h-hzzzg-p-p,2,129
000808,龟,m,p-hp-s-hz-h-h-swg,3,015
000809,甸,h,p-hzg-s-hz-h-s-h,6,155
000810,免,h,p-hp-s-hz-h-p-swg,3,015
000811,狂,m,p-wg-p-h-h-s-h,2,061
000812,犹,t,p-wg-p-h-p-swg-d,2,061
000813,狈,s,p-wg-p-s-hz-p-d,2,061
000814,角,m,p-hp-p-hzg-h-h-s,1,203
000815,删,j,p-hzg-p-hzg-h-s-sg,2,016
000816,条,h,p-hp-n-h-sg-p-d,3,102
000817,彤,h,p-hzg-d-h-p-p-p,2,063
000818,卵,h,p-st-d-p-hzg-s-d,2,023
000819,灸,h,p-hp-d-d-p-p-n,3,096
000820,岛,h,p-hzg-d-szzg-s-sz-s,6,062
000821,刨,j,p-hzg-hz-h-swg-s-sg,2,016
000822,迎,t,p-st-hzg-s-d-hzzp-n,8,043
000823,饭,s,p-hp-st-p-p-hp-n,2,065
000824,饮,t,p-hp-st-p-hp-p-n,2,065
000825,系,j,p-pz-pz-d-sg-p-d,3,191
000826,言,m,d-h-h-h-s-hz-h,1,211
000827,冻,h,d-t-h-pz-sg-p-d,2,012
000828,状,s,d-t-s-h-p-n-d,2,112
000829,亩,s,d-h-s-hz-h-s-h,3,033
000830,况,s,d-t-s-hz-h-p-swg,2,012
000831,床,m,d-h-p-h-s-p-n,7,051
000832,库,m,d-h-p-h-pz-h-s,7,051
000833,庇,s,d-h-p-h-st-p-swg,7,051
000834,疗,h,d-h-p-d-t-hp-sg,7,147
000835,吝,h,d-h-p-n-s-hz-h,3,056
000836,应,t,d-h-p-d-d-p-h,7,051
000837,这,h,d-h-p-d-d-hzzp-n,8,043
000838,冷,s,d-t-p-n-d-hp-d,2,012
000839,庐,h,d-h-p-d-hz-h-p,7,051
000840,序,j,d-h-p-hp-d-hp-sg,7,051
000841,辛,j,d-h-d-p-h-h-s,1,210
000842,弃,m,d-h-pz-d-h-p-s,5,050
000843,冶,t,d-t-pz-d-s-hz-h,2,012
000844,忘,s,d-h-sz-d-xg-d-d,3,125
000845,闰,h,d-s-hzg-h-h-s-h,9,058
000846,闲,s,d-s-hzg-h-s-p-d,9,058
000847,间,m,d-s-hzg-s-hz-h-h,9,058
000848,闷,s,d-s-hzg-d-xg-d-d,9,058
000849,判,j,d-p-h-h-p-s-sg,2,016
000850,兑,j,d-p-s-hz-h-p-swg,3,021
000851,灶,h,d-p-p-d-h-s-h,2,096
000852,灿,h,d-p-p-d-s-sz-s,2,096
000853,灼,h,d-p-p-d-p-hzg-d,2,096
000854,弟,h,d-p-hz-h-szzg-s-p,1,049
000855,汪,s,d-d-t-h-h-s-h,2,068
000856,沐,s,d-d-t-h-s-p-n,2,068
000857,沛,s,d-d-t-h-s-hzg-s,2,068
000858,汰,s,d-d-t-h-p-n-d,2,068
000859,沥,s,d-d-t-h-p-hzg-p,2,068
000860,沙,s,d-d-t-s-p-d-p,2,068
000861,汽,s,d-d-t-p-h-h-hzwg,2,068
000862,沃,s,d-d-t-p-h-p-n,2,068
000863,沦,s,d-d-t-p-n-p-swg,2,068
000864,汹,s,d-d-t-p-d-sz-s,2,068
000865,泛,s,d-d-t-p-d-hp-n,2,068
000866,沧,s,d-d-t-p-n-hzg-swg,2,068
000867,没,s,d-d-t-p-hzw-hp-n,2,068
000868,沟,s,d-d-t-p-hzg-pz-d,2,068
000869,沪,s,d-d-t-d-hz-h-p,2,068
000870,沈,s,d-d-t-d-hp-p-swg,2,068
000871,沉,s,d-d-t-d-hp-p-hzwg,2,068
000872,沁,s,d-d-t-d-xg-d-d,2,068
000873,怀,s,d-d-s-h-p-s-d,2,076
000874,忧,t,d-d-s-h-p-swg-d,2,076
000875,忱,j,d-d-s-d-hp-p-swg,2,076
000876,快,m,d-d-s-hz-h-p-n,2,076
000877,完,t,d-d-hp-h-h-p-swg,3,059
000878,宋,j,d-d-hp-h-s-p-n,3,059
000879,宏,s,d-d-hp-h-p-pz-d,3,059
000880,牢,h,d-d-hp-p-h-h-s,3,104
000881,究,m,d-d-hp-p-d-p-hzwg,3,157
000882,穷,m,d-d-hp-p-d-hzg-p,3,157
000883,灾,h,d-d-hp-d-p-p-n,3,096
000884,良,h,d-hz-h-h-st-p-n,1,170
000885,证,h,d-hzt-h-s-h-s-h,2,035
000886,启,m,d-hz-h-p-s-hz-h,7,056
000887,评,s,d-hzt-h-d-p-h-s,2,035
000888,补,s,d-hp-s-p-d-s-d,2,158
000889,初,j,d-hp-s-p-d-hzg-p,2,158
000890,社,j,d-hp-s-d-h-s-h,2,115
000891,祀,j,d-hp-s-d-hz-h-swg,2,115
000892,识,j,d-hzt-s-hz-h-p-d,2,035
000893,诈,j,d-hzt-p-h-s-h-h,2,035
000894,诉,j,d-hzt-p-p-h-s-d,2,035
000895,罕,s,d-hp-p-d-h-h-s,3,026
000896,诊,h,d-hzt-p-n-p-p-p,2,035
000897,词,j,d-hzt-hzg-h-s-hz-h,2,035
000898,译,j,d-hzt-hp-n-h-h-s,2,035
000899,君,m,hz-h-h-p-s-hz-h,3,056
000900,灵,h,hz-h-h-d-p-p-n,3,096
000901,即,s,hz-h-h-st-d-hzg-s,2,023
000902,层,h,hz-h-p-h-h-pz-d,7,064
000903,屁,s,hz-h-p-h-st-p-swg,7,064
000904,尿,s,hz-h-p-sg-hp-p-n,7,064
000905,尾,s,hz-h-p-p-h-h-swg,7,064
000906,迟,j,hz-h-p-d-d-hzzp-n,8,043
000907,局,m,hz-h-p-hzg-s-hz-h,7,064
000908,改,m,hz-h-st-p-h-p-n,2,109
000909,张,h,hz-h-szzg-p-h-st-n,2,049
000910,忌,m,hz-h-swg-d-xg-d-d,3,125
000911,际,h,hpwg-s-h-h-sg-p-d,2,020
000912,陆,h,hpwg-s-h-h-s-sz-s,2,020
000913,阿,t,hpwg-s-h-s-hz-h-sg,2,020
000914,陈,h,hpwg-s-h-pz-sg-p-d,2,020
000915,阻,j,hpwg-s-s-hz-h-h-h,2,020
000916,附,t,hpwg-s-p-s-h-sg-d,2,020
000917,坠,t,hpwg-s-p-n-h-s-h,3,071
000918,妓,m,pd-p-h-h-s-hp-n,2,060
000919,妙,s,pd-p-h-s-p-d-p,2,060
000920,妖,h,pd-p-h-p-h-p-n,2,060
000921,姊,h,pd-p-h-p-szzg-s-p,2,060
000922,妨,s,pd-p-h-d-h-hzg-p,2,060
000923,妒,h,pd-p-h-d-hz-h-p,2,060
000924,努,h,pd-p-h-hp-n-hzg-p,3,025
000925,忍,j,hzg-p-d-d-xg-d-d,3,125
000926,劲,m,hp-d-h-s-t-hzg-p,2,025
000927,矣,t,pz-d-p-h-h-p-n,3,152
000928,鸡,m,hp-d-p-hzg-d-szzg-h,2,148
000929,纬,t,pz-pz-t-h-h-hzg-s,2,069
000930,驱,m,hz-szzg-t-h-p-d-sz,2,057
000931,纯,j,pz-pz-t-h-sz-s-swg,2,069
000932,纱,s,pz-pz-t-s-p-d-p,2,069
000933,纲,m,pz-pz-t-s-hzg-p-d,2,069
000934,纳,h,pz-pz-t-s-hzg-p-d,2,069
000935,驳,s,hz-szzg-t-p-d-p-n,2,057
000936,纵,h,pz-pz-t-p-d-p-n,2,069
000937,纷,s,pz-pz-t-p-n-hzg-p,2,069
000938,纸,j,pz-pz-t-p-st-h-xg,2,069
000939,纹,s,pz-pz-t-d-h-p-n,2,069
000940,纺,s,pz-pz-t-d-h-hzg-p,2,069
000941,驴,h,hz-szzg-t-d-hz-h-p,2,057
000942,纽,s,pz-pz-t-hz-s-h-h,2,069
000943,奉,s,h-h-h-p-n-h-h-s,3,045
000944,玩,m,h-h-s-t-h-h-p-swg,2,121
000945,环,j,h-h-s-t-h-p-s-d,2,121
000946,武,s,h-h-s-h-s-t-xg-d,6,132
000947,青,j,h-h-s-h-s-hzg-h-h,3,217
000948,责,j,h-h-s-h-s-hz-p-d,3,082
000949,现,s,h-h-s-t-s-hz-p-swg,2,121
000950,玫,s,h-h-s-t-p-h-p-n,2,121
000951,表,s,h-h-s-h-p-st-p-n,3,187
000952,规,m,h-h-p-d-s-hz-p-swg,2,098
000953,抹,s,h-sg-t-h-h-s-p-n,2,067
000954,卦,s,h-s-h-h-s-t-s-d,2,013
000955,坷,t,h-s-t-h-s-hz-h-sg,2,071
000956,坯,t,h-s-t-h-p-s-d-h,2,071
000957,拓,h,h-sg-t-h-p-s-hz-h,2,067
000958,拢,h,h-sg-t-h-p-swg-p-d,2,067
000959,拔,s,h-sg-t-h-p-hp-n-d,2,067
000960,坪,t,h-s-t-h-d-p-h-s,2,071
000961,拣,m,h-sg-t-h-pz-hzg-p-d,2,067
000962,坦,t,h-s-t-s-hz-h-h-h,2,071
000963,担,h,h-sg-t-s-hz-h-h-h,2,067
000964,坤,t,h-s-t-s-hz-h-h-s,2,071
000965,押,t,h-sg-t-s-hz-h-h-s,2,067
000966,抽,h,h-sg-t-s-hz-h-s-h,2,067
000967,拐,h,h-sg-t-s-hz-h-hzg-p,2,067
000968,拖,h,h-sg-t-p-h-hzg-s-swg,2,067
000969,者,h,h-s-h-p-s-hz-h-h,3,100
000970,拍,s,h-sg-t-p-s-hz-h-h,2,067
000971,顶,h,h-sg-h-p-s-hz-p-d,2,179
000972,拆,j,h-sg-t-p-p-h-s-d,2,067
000973,拎,h,h-sg-t-p-n-d-hp-d,2,067
000974,拥,t,h-sg-t-p-hzg-h-h-s,2,067
000975,抵,h,h-sg-t-p-st-h-xg-d,2,067
000976,拘,m,h-sg-t-p-hzg-s-hz-h,2,067
000977,势,j,h-sg-t-p-hzwg-d-hzg-p,3,025
000978,抱,s,h-sg-t-p-hzg-hz-h-swg,2,067
000979,拄,j,h-sg-t-d-h-h-s-h,2,067
000980,垃,t,h-s-t-d-h-d-p-h,2,071
000981,拉,h,h-sg-t-d-h-d-p-h,2,067
000982,拦,m,h-sg-t-d-p-h-h-h,2,067
000983,幸,s,h-s-h-d-p-h-h-s,3,047
000984,拌,s,h-sg-t-d-p-h-h-s,2,067
000985,拧,j,h-sg-t-d-d-hp-h-sg,2,067
000986,拂,s,h-sg-t-hz-h-szzg-p-s,2,067
000987,拙,j,h-sg-t-sz-s-s-sz-s,2,067
000988,招,h,h-sg-t-hzg-p-s-hz-h,2,067
000989,坡,t,h-s-t-hp-p-s-hp-n,2,071
000990,披,s,h-sg-t-hp-p-s-hp-n,2,067
000991,拨,s,h-sg-t-pz-p-hp-n-d,2,067
000992,择,h,h-sg-t-hp-n-h-h-s,2,067
000993,抬,h,h-sg-t-pz-d-s-hz-h,2,067
000994,拇,s,h-sg-t-sz-hzg-d-h-d,2,067
000995,拗,t,h-sg-t-pz-pz-d-hzg-p,4,067
000996,其,m,h-s-s-h-h-h-p-d,1,009
000997,取,j,h-s-s-h-h-t-hp-n,2,037
000998,茉,m,h-s-s-h-h-s-p-n,3,038
000999,苦,m,h-s-s-h-s-s-hz-h,3,038
001000,昔,j,h-s-s-h-s-hz-h-h,3,113
001001,苛,m,h-s-s-h-s-hz-h-sg,3,038
001002,若,m,h-s-s-h-p-s-hz-h,3,038
001003,茂,m,h-s-s-h-p-xg-p-d,3,038
001004,苹,m,h-s-s-h-d-p-h-s,3,038
001005,苗,s,h-s-s-s-hz-h-s-h,3,038
001006,英,m,h-s-s-s-hz-h-p-n,3,038
001007,苟,m,h-s-s-p-hzg-s-hz-h,3,038
001008,苑,m,h-s-s-p-hp-d-hzg-swg,3,038
001009,苞,m,h-s-s-p-hzg-hz-h-swg,3,038
001010,范,s,h-s-s-d-d-t-hzg-swg,3,038
001011,直,h,h-s-s-hz-h-h-h-h,3,146
001012,茁,m,h-s-s-sz-s-s-sz-s,3,038
001013,茄,m,h-s-s-hzg-p-s-hz-h,3,038
001014,茎,m,h-s-s-hp-d-h-s-h,3,038
001015,苔,m,h-s-s-pz-d-s-hz-h,3,038
001016,茅,m,h-s-s-hp-d-hp-sg-p,3,038
001017,枉,m,h-s-p-d-h-h-s-h,2,102
001018,林,m,h-s-p-d-h-s-p-n,2,102
001019,枝,m,h-s-p-d-h-s-hp-n,2,102
001020,杯,m,h-s-p-d-h-p-s-d,2,102
001021,枢,m,h-s-p-d-h-p-d-sz,2,102
001022,柜,m,h-s-p-d-h-hz-h-sz,2,102
001023,枚,m,h-s-p-d-p-h-p-n,2,102
001024,析,m,h-s-p-d-p-p-h-s,2,102
001025,板,m,h-s-p-d-p-p-hp-n,2,102
001026,松,m,h-s-p-d-p-n-pz-d,2,102
001027,枪,m,h-s-p-d-p-n-hzg-swg,2,102
001028,枫,m,h-s-p-d-p-hzwg-p-d,2,102
001029,构,m,h-s-p-d-p-hzg-pz-d,2,102
001030,杭,m,h-s-p-d-d-h-p-hzwg,2,102
001031,杰,m,h-s-p-n-d-d-d-d,3,102
001032,述,j,h-s-p-d-d-d-hzzp-n,8,043
001033,枕,m,h-s-p-d-d-hp-p-swg,2,102
001034,丧,j,h-s-d-p-h-st-p-n,3,005
001035,或,s,h-s-hz-h-t-xg-p-d,6,093
001036,画,t,h-s-hz-h-s-h-sz-s,10,155
001037,卧,m,h-s-hz-h-s-sz-s-d,2,013
001038,事,j,h-s-hz-h-hz-h-h-sg,5,002
001039,刺,j,h-s-hzg-s-p-d-s-sg,2,016
001040,枣,j,h-s-hz-s-p-n-d-d,3,102
001041,雨,s,h-s-hzg-s-d-d-d-d,1,218
001042,卖,s,h-s-hp-d-d-h-p-d,3,031
001043,郁,s,h-p-s-hzg-h-h-hpwg-s,2,020
001044,矾,t,h-p-s-hz-h-p-hzwg-d,2,151
001045,矿,t,h-p-s-hz-h-d-h-p,2,151
001046,码,s,h-p-s-hz-h-hz-szzg-h,2,151
001047,厕,j,h-p-s-hz-p-d-s-sg,7,014
001048,奈,h,h-p-n-h-h-sg-p-d,3,045
001049,奔,s,h-p-n-h-s-h-p-s,3,045
001050,奇,m,h-p-d-h-s-hz-h-sg,3,045
001051,奋,s,h-p-n-s-hz-h-s-h,3,045
001052,态,h,h-p-n-d-d-xg-d-d,3,125
001053,欧,t,h-p-d-sz-p-hp-p-n,2,111
001054,殴,t,h-p-d-sz-p-hzw-hp-n,2,117
001055,垄,t,h-p-swg-p-d-h-s-h,3,071
001056,妻,j,h-hz-h-h-s-pd-p-h,3,060
001057,轰,s,h-pz-h-s-hp-d-hp-n,13,086
001058,顷,m,h-st-h-p-s-hz-p-d,2,179
001059,转,h,h-pz-s-t-h-h-szp-d,2,086
001060,斩,h,h-pz-s-t-p-p-h-s,2,086
001061,轮,h,h-pz-s-t-p-n-p-swg,2,086
001062,软,h,h-pz-s-t-p-hp-p-n,2,086
001063,到,h,h-pz-d-h-s-t-s-sg,2,016
001064,非,s,s-h-h-h-s-h-h-h,1,221
001065,叔,j,s-h-h-sg-p-d-hp-n,2,037
001066,歧,m,s-h-s-t-h-s-hp-n,2,132
001067,肯,m,s-h-s-h-s-hzg-h-h,3,129
001068,齿,h,s-h-s-h-p-d-sz-s,3,219
001069,些,j,s-h-s-t-p-swg-h-h,3,018
001070,卓,h,s-h-s-hz-h-h-h-s,3,031
001071,虎,s,s-h-hp-p-h-swg-p-hzwg,7,171
001072,虏,h,s-h-hp-p-h-swg-hzg-p,7,171
001073,肾,j,s-s-hp-n-s-hzg-h-h,3,129
001074,贤,m,s-s-hp-n-s-hz-p-d,3,082
001075,尚,j,s-d-p-s-hzg-s-hz-h,9,075
001076,旺,t,s-hz-h-h-h-h-s-h,2,113
001077,具,m,s-hz-h-h-h-h-p-d,3,009
001078,味,s,s-hz-h-h-h-s-p-n,2,056
001079,果,m,s-hz-h-h-h-s-p-n,1,102
001080,昆,h,s-hz-h-h-h-st-p-swg,3,113
001081,国,m,s-hz-h-h-s-h-d-h,12,072
001082,哎,h,s-hz-h-h-s-s-p-n,2,056
001083,咕,m,s-hz-h-h-s-s-hz-h,2,056
001084,昌,j,s-hz-h-h-s-hz-h-h,3,113
001085,呵,s,s-hz-h-h-s-hz-h-sg,2,056
001086,畅,h,s-hz-h-h-s-hzzzg-p-p,2,155
001087,明,h,s-hz-h-h-p-hzg-h-h,2,113
001088,易,h,s-hz-h-h-p-hzg-p-p,3,113
001089,咙,h,s-hz-h-h-p-swg-p-d,2,056
001090,昂,m,s-hz-h-h-p-st-hzg-s,3,113
001091,迪,h,s-hz-h-s-h-d-hzzp-n,8,043
001092,典,h,s-hz-h-s-s-h-p-d,3,009
001093,固,m,s-hz-h-s-s-hz-h-h,12,072
001094,忠,h,s-hz-h-s-d-xg-d-d,3,125
001095,呻,j,s-hz-h-s-hz-h-h-s,2,056
